number,name,pokedex
572,Minccino,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean."
573,Cinccino,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.
574,Gothita,Their ribbonlike feelers increase their psychic power. They are always staring at something.
575,Gothorita,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.
576,Gothitelle,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.
577,Solosis,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
578,Duosion,"Since they have two divided brains, at times they suddenly try to take two different actions at once."
579,Reuniclus,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power."
580,Ducklett,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.
581,Swanna,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.
582,Vanillite,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.
583,Vanillish,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
584,Vanilluxe,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards."
585,Deerling,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass."
586,Sawsbuck,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.
587,Emolga,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.
588,Karrablast,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
589,Escavalier,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely."
590,Foongus,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown."
591,Amoonguss,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
592,Frillish,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor."
593,Jellicent,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
594,Alomomola,The special membrane enveloping Alomomola has the ability to heal wounds.
595,Joltik,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.
596,Galvantula,"When attacked, they create an electric barrier by spitting out many electrically charged threads."
597,Ferroseed,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away."
598,Ferrothorn,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.
599,Klink,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
600,Klang,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster."
601,Klinklang,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.
602,Tynamo,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning."
603,Eelektrik,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.
604,Eelektross,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.
605,Elgyem,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches."
606,Beheeyem,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers."
607,Litwick,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns."
608,Lampent,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
609,Chandelure,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance."
610,Axew,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.
611,Fraxure,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting."
612,Haxorus,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.
613,Cubchoo,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases."
614,Beartic,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey."
615,Cryogonal,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice."
616,Shelmet,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid."
617,Accelgor,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane."
618,Stunfisk,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
619,Mienfoo,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
620,Mienshao,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
621,Druddigon,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move."
622,Golett,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy."
623,Golurk,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.
624,Pawniard,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river."
625,Bisharp,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses."
626,Bouffalant,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt."
627,Rufflet,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is."
628,Braviary,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.
629,Vullaby,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing."
630,Mandibuzz,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.
631,Heatmor,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.
632,Durant,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor."
633,Deino,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous."
634,Zweilous,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
635,Hydreigon,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
636,Larvesta,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames."
637,Volcarona,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
638,Cobalion,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
639,Terrakion,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
640,Virizion,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
641,Tornadus,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
642,Thundurus,Countless charred remains mar the landscape of places through which Thundurus has passed.
643,Reshiram,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,Zekrom,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,Landorus,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
646,Kyurem,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,Keldeo,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,Meloetta,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,Genesect,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
650,Chespin,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
651,Quilladin,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
652,Chesnaught,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
653,Fennekin,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
654,Braixen,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
655,Delphox,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
656,Froakie,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.
657,Frogadier,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
658,Greninja,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
659,Bunnelby,They use their large ears to dig burrows. They will dig the whole night through.
660,Diggersby,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
661,Fletchling,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.
662,Fletchinder,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
663,Talonflame,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
664,Scatterbug,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
665,Spewpa,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
666,Vivillon,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.
667,Litleo,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
668,Pyroar,The male with the largest mane of fire is the leader of the pride.
669,Flabébé,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.
670,Floette,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
671,Florges,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
672,Skiddo,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
673,Gogoat,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.
674,Pancham,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
675,Pangoro,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
676,Furfrou,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.
677,Espurr,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
678,Meowstic,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
679,Honedge,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.
680,Doublade,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
681,Aegislash,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
682,Spritzee,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
683,Aromatisse,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
684,Swirlix,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
685,Slurpuff,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
686,Inkay,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.
687,Malamar,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
688,Binacle,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
689,Barbaracle,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
690,Skrelp,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
691,Dragalge,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
692,Clauncher,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
693,Clawitzer,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.
694,Helioptile,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
695,Heliolisk,They flare their frills and generate energy. A single Heliolisk can generate sufficient electricity to power a skyscraper.
696,Tyrunt,"This Pokémon was restored from a fossil. If something happens that it doesn’t like, it throws a tantrum and runs wild."
697,Tyrantrum,"Thanks to its gargantuan jaws, which could shred thick metal plates as if they were paper, it was invincible in the ancient world it once inhabited."
698,Amaura,This ancient Pokémon was restored from part of its body that had been frozen in ice for over 100 million years.
699,Aurorus,"The diamond-shaped crystals on its body expel air as cold as -240 degrees Fahrenheit, surrounding its enemies and encasing them in ice."
700,Sylveon,It sends a soothing aura from its ribbonlike feelers to calm fights.
701,Hawlucha,"Although its body is small, its proficient fighting skills enable it to keep up with big bruisers like Machamp and Hariyama."
702,Dedenne,"Its whiskers serve as antennas. By sending and receiving electrical waves, it can communicate with others over vast distances."
703,Carbink,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
704,Goomy,"The weakest Dragon-type Pokémon, it lives in damp, shady places, so its body doesn’t dry out."
705,Sliggoo,"It drives away opponents by excreting a sticky liquid that can dissolve anything. Its eyes devolved, so it can’t see anything."
706,Goodra,"This very friendly Dragon-type Pokémon will hug its beloved Trainer, leaving that Trainer covered in sticky slime."
707,Klefki,These key collectors threaten any attackers by fiercely jingling their keys at them.
708,Phantump,These Pokémon are created when spirits possess rotten tree stumps. They prefer to live in abandoned forests.
709,Trevenant,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
710,Pumpkaboo,"The pumpkin body is inhabited by a spirit trapped in this world. As the sun sets, it becomes restless and active."
711,Gourgeist,"Singing in eerie voices, they wander town streets on the night of the new moon. Anyone who hears their song is cursed."
712,Bergmite,It blocks opponents’ attacks with the ice that shields its body. It uses cold air to repair any cracks with new ice.
713,Avalugg,Its ice-covered body is as hard as steel. Its cumbersome frame crushes anything that stands in its way.
714,Noibat,"They live in pitch-black caves. Their enormous ears can emit ultrasonic waves of 200,000 hertz."
715,Noivern,They fly around on moonless nights and attack careless prey. Nothing can beat them in a battle in the dark.
716,Xerneas,Legends say it can share eternal life. It slept for a thousand years in the form of a tree before its revival.
717,Yveltal,"When this legendary Pokémon’s wings and tail feathers spread wide and glow red, it absorbs the life force of living creatures."
718,Zygarde,"When the Kalos region’s ecosystem falls into disarray, it appears and reveals its secret power."
719,Diancie,"A sudden transformation of Carbink, its pink, glimmering body is said to be the loveliest sight in the whole world."
720,Hoopa,"This troublemaker sends anything and everything to faraway places using its loop, which can warp space."
721,Volcanion,It lets out billows of steam and disappears into the dense fog. It’s said to live in mountains where humans do not tread.
722,Rowlet,"This wary Pokémon uses photosynthesis to store up energy during the day, while becoming active at night."
723,Dartrix,"A bit of a dandy, it spends its free time preening its wings. Its preoccupation with any dirt on its plumage can leave it unable to battle."
724,Decidueye,"It fires arrow quills from its wings with such precision, they can pierce a pebble at distances over a hundred yards."
725,Litten,"While grooming itself, it builds up fur inside its stomach. It sets the fur alight and spews fiery attacks, which change based on how it coughs."
726,Torracat,"At its throat, it bears a bell of fire. The bell rings brightly whenever this Pokémon spits fire."
727,Incineroar,"This Pokémon has a violent, selfish disposition. If it’s not in the mood to listen, it will ignore its Trainer’s orders with complete nonchalance."
728,Popplio,"This Pokémon snorts body fluids from its nose, blowing balloons to smash into its foes. It’s famous for being a hard worker."
729,Brionne,"A skillful dancer, it creates a sequence of water balloons as it dances, and briskly bombards its enemies."
730,Primarina,It controls its water balloons with song. The melody is learned from others of its kind and is passed down from one generation to the next.
731,Pikipek,It can peck at a rate of 16 times a second to drill holes in trees. It uses the holes for food storage and for nesting.
732,Trumbeak,"It eats berries and stores their seeds in its beak. When it encounters enemies or prey, it fires off all the seeds in a burst."
733,Toucannon,"When it battles, its beak heats up. The temperature can easily exceed 212 degrees Fahrenheit, causing severe burns when it hits."
734,Yungoos,"With its sharp fangs, it will bite anything. It did not originally live in Alola but was imported from another region."
735,Gumshoos,"When it finds a trace of its prey, it patiently stakes out the location...but it’s always snoozing by nightfall."
736,Grubbin,Its strong jaw enables it to scrape trees and slurp out the sap. It normally lives underground.
737,Charjabug,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around."
738,Vikavolt,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies."
739,Crabrawler,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints."
740,Crabominable,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur."
741,Oricorio,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames."
742,Cutiefly,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom."
743,Ribombee,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle."
744,Rockruff,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up."
745,Lycanroc,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons."
746,Wishiwashi,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies."
747,Mareanie,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles."
748,Toxapex,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.
749,Mudbray,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.
750,Mudsdale,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it."
751,Dewpider,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.
752,Araquanid,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown."
753,Fomantis,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep."
754,Lurantis,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby."
755,Morelull,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.
756,Shiinotic,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.
757,Salandit,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them."
758,Salazzle,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with."
759,Stufful,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling."
760,Bewear,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.
761,Bounsweet,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.
762,Steenee,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine."
763,Tsareena,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously."
764,Comfey,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent."
765,Oranguru,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers."
766,Passimian,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.
767,Wimpod,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake."
768,Golisopod,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two."
769,Sandygast,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed."
770,Palossand,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger."
771,Pyukumuku,"It lives in shallow seas, such as areas near a beach. It can eject its internal organs, which it uses to engulf its prey or battle enemies."
772,Type: Null,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.
773,Silvally,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle."
774,Minior,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy."
775,Komala,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams."
776,Turtonator,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.
777,Togedemaru,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers."
778,Mimikyu,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.
779,Bruxish,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area."
780,Drampa,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath."
781,Dhelmise,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body."
782,Jangmo-o,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.
783,Hakamo-o,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.
784,Kommo-o,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic."
785,Tapu Koko,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.
786,Tapu Lele,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.
787,Tapu Bulu,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth."
788,Tapu Fini,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.
789,Cosmog,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.
790,Cosmoem,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars."
791,Solgaleo,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.
792,Lunala,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world."
793,Nihilego,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.
794,Buzzwole,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear."
795,Pheromosa,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds."
796,Xurkitree,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses."
797,Celesteela,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.
798,Kartana,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself."
799,Guzzlord,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts."
800,Necrozma,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times."
801,Magearna,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak."
802,Marshadow,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth."
803,Poipole,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.
804,Naganadel,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.
805,Stakataka,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.
806,Blacephalon,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast."
807,Zeraora,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks."
